date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:27:52	2918/2918	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:51%20GMT	https://www.calculat.org/aaa/js/0/601.js	E:/calculorg/s/www.calculat.org/aaa/js/0/601.js	(from https://www.calculat.org/pt/equacao/equacao-linear/)
06:27:53	4532/4532	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:51%20GMT	https://www.calculat.org/aaa/js/0/602.js	E:/calculorg/s/www.calculat.org/aaa/js/0/602.js	(from https://www.calculat.org/pt/equacao/equacao-quadratica/)
06:27:53	3961/3961	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:51%20GMT	https://www.calculat.org/aaa/js/0/603.js	E:/calculorg/s/www.calculat.org/aaa/js/0/603.js	(from https://www.calculat.org/pt/equacao/sistema-de-equacoes/)
06:27:53	296/296	---M-Z	200	added ('OK')	text/css	date:Tue,%2022%20Nov%202022%2014:04:36%20GMT	https://www.calculat.org/aaa/css/0/700.css	E:/calculorg/s/www.calculat.org/aaa/css/0/700.css	(from https://www.calculat.org/pt/media/media-aritmetica/)
06:27:54	2135/2135	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:51%20GMT	https://www.calculat.org/aaa/js/0/701.js	E:/calculorg/s/www.calculat.org/aaa/js/0/701.js	(from https://www.calculat.org/pt/media/media-aritmetica/)
06:27:54	2968/2968	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:52%20GMT	https://www.calculat.org/aaa/js/0/702.js	E:/calculorg/s/www.calculat.org/aaa/js/0/702.js	(from https://www.calculat.org/pt/media/media-aritmetica-ponderada/)
06:27:55	4097/4097	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:52%20GMT	https://www.calculat.org/aaa/js/0/801.js	E:/calculorg/s/www.calculat.org/aaa/js/0/801.js	(from https://www.calculat.org/pt/potencias-raizes/segunda-potencia/)
06:27:55	3590/3590	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:52%20GMT	https://www.calculat.org/aaa/js/0/802.js	E:/calculorg/s/www.calculat.org/aaa/js/0/802.js	(from https://www.calculat.org/pt/potencias-raizes/terceira-potencia/)
06:27:56	8016/8016	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:52%20GMT	https://www.calculat.org/aaa/js/0/803.js	E:/calculorg/s/www.calculat.org/aaa/js/0/803.js	(from https://www.calculat.org/pt/potencias-raizes/n-esima-potencia/)
06:27:56	4108/4108	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:52%20GMT	https://www.calculat.org/aaa/js/0/804.js	E:/calculorg/s/www.calculat.org/aaa/js/0/804.js	(from https://www.calculat.org/pt/potencias-raizes/raiz-quadrada/)
06:27:56	3605/3605	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:52%20GMT	https://www.calculat.org/aaa/js/0/805.js	E:/calculorg/s/www.calculat.org/aaa/js/0/805.js	(from https://www.calculat.org/pt/potencias-raizes/raiz-cubica/)
06:27:57	7146/7146	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:52%20GMT	https://www.calculat.org/aaa/js/0/806.js	E:/calculorg/s/www.calculat.org/aaa/js/0/806.js	(from https://www.calculat.org/pt/potencias-raizes/raiz-n-esima/)
06:27:57	10640/10640	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:52%20GMT	https://www.calculat.org/aaa/js/0/901.js	E:/calculorg/s/www.calculat.org/aaa/js/0/901.js	(from https://www.calculat.org/pt/funcoes-trigonometricas/seno/)
06:27:58	10672/10672	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:53%20GMT	https://www.calculat.org/aaa/js/0/902.js	E:/calculorg/s/www.calculat.org/aaa/js/0/902.js	(from https://www.calculat.org/pt/funcoes-trigonometricas/cosseno/)
06:27:58	10639/10639	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:53%20GMT	https://www.calculat.org/aaa/js/0/903.js	E:/calculorg/s/www.calculat.org/aaa/js/0/903.js	(from https://www.calculat.org/pt/funcoes-trigonometricas/tangente/)
06:27:58	10660/10660	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:53%20GMT	https://www.calculat.org/aaa/js/0/904.js	E:/calculorg/s/www.calculat.org/aaa/js/0/904.js	(from https://www.calculat.org/pt/funcoes-trigonometricas/cotangente/)
06:27:58	7584/7584	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:54%20GMT	https://www.calculat.org/aaa/js/0/1201.js	E:/calculorg/s/www.calculat.org/aaa/js/0/1201.js	(from https://www.calculat.org/pt/logaritmos/logaritmo/)
06:27:59	4675/4675	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:54%20GMT	https://www.calculat.org/aaa/js/0/1202.js	E:/calculorg/s/www.calculat.org/aaa/js/0/1202.js	(from https://www.calculat.org/pt/logaritmos/logaritmo-natural/)
06:27:59	4680/4680	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:54%20GMT	https://www.calculat.org/aaa/js/0/1203.js	E:/calculorg/s/www.calculat.org/aaa/js/0/1203.js	(from https://www.calculat.org/pt/logaritmos/logaritmo-comum/)
06:28:00	2682/2682	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:54%20GMT	https://www.calculat.org/aaa/js/0/1401.js	E:/calculorg/s/www.calculat.org/aaa/js/0/1401.js	(from https://www.calculat.org/pt/conversao-de-unidades/comprimento/)
06:28:00	2693/2693	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:55%20GMT	https://www.calculat.org/aaa/js/0/1402.js	E:/calculorg/s/www.calculat.org/aaa/js/0/1402.js	(from https://www.calculat.org/pt/conversao-de-unidades/area/)
06:28:01	3052/3052	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:55%20GMT	https://www.calculat.org/aaa/js/0/1403.js	E:/calculorg/s/www.calculat.org/aaa/js/0/1403.js	(from https://www.calculat.org/pt/conversao-de-unidades/volume/)
06:28:01	3110/3110	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:55%20GMT	https://www.calculat.org/aaa/js/0/1404.js	E:/calculorg/s/www.calculat.org/aaa/js/0/1404.js	(from https://www.calculat.org/pt/conversao-de-unidades/massa/)
06:28:02	2590/2590	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:55%20GMT	https://www.calculat.org/aaa/js/0/1405.js	E:/calculorg/s/www.calculat.org/aaa/js/0/1405.js	(from https://www.calculat.org/pt/conversao-de-unidades/velocidade/)
06:28:02	2652/2652	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:55%20GMT	https://www.calculat.org/aaa/js/0/1406.js	E:/calculorg/s/www.calculat.org/aaa/js/0/1406.js	(from https://www.calculat.org/pt/conversao-de-unidades/temperatura/)
06:28:02	3166/3166	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:55%20GMT	https://www.calculat.org/aaa/js/0/1407.js	E:/calculorg/s/www.calculat.org/aaa/js/0/1407.js	(from https://www.calculat.org/pt/conversao-de-unidades/angulos/)
06:28:03	2569/2569	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:55%20GMT	https://www.calculat.org/aaa/js/0/1408.js	E:/calculorg/s/www.calculat.org/aaa/js/0/1408.js	(from https://www.calculat.org/pt/conversao-de-unidades/pressao/)
06:28:03	2539/2539	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:55%20GMT	https://www.calculat.org/aaa/js/0/1409.js	E:/calculorg/s/www.calculat.org/aaa/js/0/1409.js	(from https://www.calculat.org/pt/conversao-de-unidades/potencia/)
06:28:04	2612/2612	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:55%20GMT	https://www.calculat.org/aaa/js/0/1410.js	E:/calculorg/s/www.calculat.org/aaa/js/0/1410.js	(from https://www.calculat.org/pt/conversao-de-unidades/energia/)
06:28:04	4559/4559	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:56%20GMT	https://www.calculat.org/aaa/js/0/1411.js	E:/calculorg/s/www.calculat.org/aaa/js/0/1411.js	(from https://www.calculat.org/pt/conversao-de-unidades/tempo/)
06:28:05	6445/6445	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:53%20GMT	https://www.calculat.org/aaa/js/0/1005.js	E:/calculorg/s/www.calculat.org/aaa/js/0/1005.js	(from https://www.calculat.org/pt/energia/consumo-de-eletricidade/)
06:28:05	2068/2068	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2004%20Dec%202022%2011:29:22%20GMT	https://www.calculat.org/aaa/js/0/1006.js	E:/calculorg/s/www.calculat.org/aaa/js/0/1006.js	(from https://www.calculat.org/pt/energia/consumo-de-combustivel/)
06:28:05	2351/2351	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2004%20Dec%202022%2010:25:06%20GMT	https://www.calculat.org/aaa/js/0/1008.js	E:/calculorg/s/www.calculat.org/aaa/js/0/1008.js	(from https://www.calculat.org/pt/energia/consumo-de-gas/)
